date_time,traffic_volume,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description
2020-01-02 17:00:00,5485,281.7355830288244,1.3661581646401584,0.0,22,Rain,heavy rain
2020-01-02 18:00:00,5342,277.51345173216725,0.0,0.0,50,Clear,clear sky
2020-01-02 19:00:00,5249,277.44876327123103,0.0,0.0,44,Mist,mist
2020-01-02 20:00:00,2860,278.1930406964825,0.0,0.0,75,Clouds,broken clouds
2020-01-02 21:00:00,3240,282.46807228969107,0.0,0.0,39,Mist,mist
2020-01-02 22:00:00,3369,272.79160069948205,0.3570819044108744,0.0,77,Drizzle,light drizzle
2020-01-02 23:00:00,4128,281.36590927201036,0.0,0.0,91,Clouds,overcast clouds
2020-01-03 00:00:00,2571,275.4027700921164,0.0,0.0,87,Mist,mist
2020-01-03 01:00:00,1518,291.2005045339375,0.0,0.0,93,Clear,clear sky
2020-01-03 02:00:00,2562,282.7631585305267,0.0,0.0,63,Clear,clear sky
2020-01-03 03:00:00,2207,283.25499116136575,0.0,0.0,75,Clear,few clouds
2020-01-03 04:00:00,2061,280.36488923317387,0.0,0.0,97,Clouds,overcast clouds
2020-01-03 05:00:00,2705,272.02450329980843,1.77572292134803,0.0,45,Rain,moderate rain
2020-01-03 06:00:00,4115,280.0929247301224,0.0,0.0,30,Fog,fog
2020-01-03 07:00:00,5865,281.95421305707663,0.0,0.0,17,Clouds,overcast clouds
2020-01-03 08:00:00,4980,277.14640232192437,1.509975158300265,0.0,90,Rain,heavy rain
2020-01-03 09:00:00,5245,279.61558295209096,0.0,0.0,57,Mist,mist
2020-01-03 10:00:00,3765,283.15620609884377,0.0,0.0,78,Clouds,broken clouds
2020-01-03 11:00:00,4087,280.5576753760448,0.0,0.0,14,Clear,few clouds
2020-01-03 12:00:00,3360,281.35948152653674,0.0,0.18989334562653615,38,Snow,light snow
2020-01-03 13:00:00,3507,282.6253613728615,0.0,0.0,54,Clouds,overcast clouds
2020-01-03 14:00:00,3046,286.17590907123184,2.3495585176685063,0.0,40,Rain,moderate rain
2020-01-03 15:00:00,3001,275.8324924407702,2.0409636281504917,0.0,93,Rain,heavy rain
2020-01-03 16:00:00,4006,289.6978396809601,0.0,0.0,47,Clear,few clouds
2020-01-03 17:00:00,6078,289.6862637786202,0.0,0.0,47,Clear,few clouds
2020-01-03 18:00:00,5363,277.23214607489706,0.0,0.0,99,Clear,clear sky
2020-01-03 19:00:00,5901,283.36144911581755,0.0,0.0,75,Clear,clear sky
2020-01-03 20:00:00,3780,289.1090940994867,0.0,0.19385934208691635,54,Snow,light snow
2020-01-03 21:00:00,3277,287.2029277602217,0.0,0.0,31,Clouds,overcast clouds
2020-01-03 22:00:00,3780,271.41196790481655,0.0,0.0,69,Clear,few clouds
2020-01-03 23:00:00,4369,279.232285616042,0.0,0.0,84,Clear,few clouds
2020-01-04 00:00:00,1582,277.48431086142665,0.0,0.0,7,Clouds,scattered clouds
2020-01-04 01:00:00,2382,284.2803245877015,0.0,0.0,78,Clear,clear sky
2020-01-04 02:00:00,290,284.72849068731983,0.0,0.0,84,Clear,few clouds
2020-01-04 03:00:00,2010,274.0916416051819,0.0,0.0,64,Clear,clear sky
2020-01-04 04:00:00,1643,276.46403861620763,0.0,0.0,15,Clouds,broken clouds
2020-01-04 05:00:00,1450,272.12733081730784,0.0,0.0,40,Mist,mist
2020-01-04 06:00:00,2445,279.55796966190405,0.0,0.0,67,Mist,mist
2020-01-04 07:00:00,2606,278.5611466914877,0.0,0.0,81,Clouds,scattered clouds
2020-01-04 08:00:00,3490,282.32345445725076,0.0,0.0,75,Clouds,overcast clouds
2020-01-04 09:00:00,3778,289.0229941323238,0.0,0.0,70,Clouds,overcast clouds
2020-01-04 10:00:00,3138,281.338337120931,0.0,0.0,73,Clear,few clouds
2020-01-04 11:00:00,2140,278.5044616158359,0.0,0.0,35,Clear,clear sky
2020-01-04 12:00:00,1995,284.01988943307214,0.0,0.0,29,Clear,few clouds
2020-01-04 13:00:00,2149,278.2442494459757,0.0,0.0,51,Clear,few clouds
2020-01-04 14:00:00,2857,279.10098401024516,0.0,0.0,95,Clear,clear sky
2020-01-04 15:00:00,2564,280.86962160995614,0.0,0.0,74,Clouds,broken clouds
2020-01-04 16:00:00,2135,274.0451534469127,0.0,0.0,20,Clear,few clouds
2020-01-04 17:00:00,3856,278.4579218940803,0.0,0.0,24,Clear,few clouds
2020-01-04 18:00:00,3648,276.0073100555197,0.0,0.0,68,Clouds,overcast clouds
2020-01-04 19:00:00,4084,284.03480472247276,1.6356956204999924,0.0,62,Rain,light rain
2020-01-04 20:00:00,2048,274.8520553413824,0.0,0.0,65,Clear,few clouds
2020-01-04 21:00:00,2236,275.30203649372174,0.8994108934927737,0.0,46,Rain,light rain
2020-01-04 22:00:00,2203,276.4487180325145,0.0,0.0,59,Clouds,broken clouds
2020-01-04 23:00:00,1668,276.08588816452743,0.0,0.0,97,Clear,clear sky
2020-01-05 00:00:00,1748,288.3681499388566,0.0,0.0,37,Fog,fog
2020-01-05 01:00:00,1730,285.4229587819508,0.0,0.0,43,Clear,few clouds
2020-01-05 02:00:00,1602,282.44932288995886,0.0,0.0,98,Clouds,broken clouds
2020-01-05 03:00:00,1482,277.96727348095703,0.0,0.0,70,Clear,few clouds
2020-01-05 04:00:00,892,279.68118254181485,0.0,0.0,67,Clear,clear sky
2020-01-05 05:00:00,1389,287.8970753943573,0.0,0.0,64,Clear,clear sky
2020-01-05 06:00:00,2228,278.45204568585143,0.14780801319884196,0.0,35,Rain,light rain
2020-01-05 07:00:00,3198,274.6288904246895,0.0,0.0,44,Clouds,scattered clouds
2020-01-05 08:00:00,3519,284.0833920801019,0.0,0.0,34,Fog,fog
2020-01-05 09:00:00,3802,278.8229569460561,0.19307579397853541,0.0,44,Rain,heavy rain
2020-01-05 10:00:00,3343,279.13272371606007,0.0,0.0,98,Mist,mist
2020-01-05 11:00:00,2487,278.875499570556,0.0,0.0,27,Clear,few clouds
2020-01-05 12:00:00,2528,279.2261885440893,0.0,0.0,44,Clear,few clouds
2020-01-05 13:00:00,2362,282.48491052227035,0.0,0.0,14,Clear,few clouds
2020-01-05 14:00:00,1440,278.47602349495014,0.0,2.305904452737438,34,Snow,snow
2020-01-05 15:00:00,2386,281.54190245952395,0.0,0.0,0,Clear,clear sky
2020-01-05 16:00:00,2430,285.21956167616025,3.480768348807949,0.0,99,Drizzle,light drizzle
2020-01-05 17:00:00,4831,287.38935429132414,0.0,0.0,15,Clear,few clouds
2020-01-05 18:00:00,3503,275.4870073160072,0.0,0.0,35,Mist,mist
2020-01-05 19:00:00,3750,285.1038330790355,0.0,0.0,19,Clouds,scattered clouds
2020-01-05 20:00:00,2382,285.66591824999506,0.0,0.0,88,Clouds,broken clouds
2020-01-05 21:00:00,1815,286.3064527748927,0.0,0.0,40,Fog,fog
2020-01-05 22:00:00,2971,280.24610509773987,0.0,0.11957610763335258,87,Snow,snow
2020-01-05 23:00:00,2775,278.8040617795394,0.0,0.0,99,Mist,mist
2020-01-06 00:00:00,2795,272.276098164403,0.0,0.0,75,Clouds,overcast clouds
2020-01-06 01:00:00,1945,280.49649341418717,2.2534360189957456,0.0,0,Drizzle,drizzle
2020-01-06 02:00:00,3101,288.9110270433873,1.9644774893966035,0.0,1,Rain,light rain
2020-01-06 03:00:00,1699,281.5715546149193,0.0,0.32382106122626825,24,Snow,snow
2020-01-06 04:00:00,2693,278.92130543945973,1.6414732582334253,0.0,99,Rain,moderate rain
2020-01-06 05:00:00,3495,282.9010453875828,2.122257077295279,0.0,39,Rain,light rain
2020-01-06 06:00:00,3104,274.06754045887317,0.0,0.0,58,Clouds,scattered clouds
2020-01-06 07:00:00,5116,278.63531226991404,0.4738940985033694,0.0,41,Rain,heavy rain
2020-01-06 08:00:00,5449,284.07464073266067,0.0,0.0,99,Clouds,overcast clouds
2020-01-06 09:00:00,5148,282.794627782914,0.23623125477624607,0.0,8,Rain,light rain
2020-01-06 10:00:00,2824,277.4987826978392,0.0,0.0,36,Clear,clear sky
2020-01-06 11:00:00,3634,288.91840048876327,0.0,0.0,14,Clouds,scattered clouds
2020-01-06 12:00:00,3068,272.70175049631973,0.0,0.0,43,Clouds,overcast clouds
2020-01-06 13:00:00,3836,281.56636285698,0.0,0.0,64,Mist,mist
2020-01-06 14:00:00,3140,284.23381179694496,1.2140264882200538,0.0,98,Rain,moderate rain
2020-01-06 15:00:00,4374,286.1768165046165,0.0,0.0,6,Clouds,overcast clouds
2020-01-06 16:00:00,3208,280.6097045164427,0.0,0.0,73,Clear,few clouds
2020-01-06 17:00:00,5238,283.82899198046215,0.0,0.5912923023103824,99,Snow,light snow
2020-01-06 18:00:00,5806,280.02132896223185,0.0,0.0,12,Clear,clear sky
2020-01-06 19:00:00,4784,288.3423833423783,0.0,0.0,68,Mist,mist
2020-01-06 20:00:00,3713,281.6144908564023,2.285078674246578,0.0,79,Rain,moderate rain
2020-01-06 21:00:00,4253,285.7998543173079,0.0,0.0,38,Clear,few clouds
2020-01-06 22:00:00,2796,274.22194132132205,0.0,0.0,0,Mist,mist
2020-01-06 23:00:00,3692,279.430636323293,0.0,0.0,84,Clear,clear sky
2020-01-07 00:00:00,2529,282.6973596592711,0.0,0.0,27,Clear,few clouds
2020-01-07 01:00:00,2790,282.6530356263881,0.0,0.0,53,Clear,clear sky
2020-01-07 02:00:00,1781,277.15841906235056,0.19423874563115073,0.0,39,Drizzle,light drizzle
2020-01-07 03:00:00,1739,270.6959763244535,3.2283008928817596,0.0,98,Rain,heavy rain
2020-01-07 04:00:00,2660,271.19925451569395,0.0,0.0,98,Mist,mist
2020-01-07 05:00:00,2548,275.26314726448044,0.0,0.0,56,Clear,few clouds
2020-01-07 06:00:00,3725,293.9370810684534,0.0,0.0,29,Clear,few clouds
2020-01-07 07:00:00,5573,264.82171317611267,0.0,0.0,6,Clouds,overcast clouds
2020-01-07 08:00:00,5059,279.1621127567208,0.0,0.0,68,Clouds,scattered clouds
2020-01-07 09:00:00,5516,278.5301925678874,3.643232858604903,0.0,72,Rain,heavy rain
2020-01-07 10:00:00,3746,280.2108044487013,0.0,0.0,2,Clouds,overcast clouds
2020-01-07 11:00:00,3242,279.5878896049647,0.0,0.0,12,Clear,clear sky
2020-01-07 12:00:00,4532,275.09801665645335,0.0,0.0,16,Clear,few clouds
2020-01-07 13:00:00,3836,285.09454451622224,0.0,0.0,43,Clouds,overcast clouds
2020-01-07 14:00:00,3004,271.84245059579007,0.0,0.0,85,Clear,few clouds
2020-01-07 15:00:00,3928,289.349542996443,0.0,0.0,46,Mist,mist
2020-01-07 16:00:00,3112,282.258944773232,0.0,0.0,20,Mist,mist
2020-01-07 17:00:00,5793,275.4425531413919,0.0,0.09150899966048678,79,Snow,snow
2020-01-07 18:00:00,5979,276.5474832455582,0.0,0.0,44,Clear,clear sky
2020-01-07 19:00:00,4989,285.7200852971256,0.0,0.0,51,Clear,clear sky
2020-01-07 20:00:00,4081,273.2883885674947,0.0,0.0,74,Clouds,broken clouds
2020-01-07 21:00:00,3806,280.2477700608541,0.6325165908490954,0.0,57,Rain,moderate rain
2020-01-07 22:00:00,4011,279.8445394886372,0.0,0.0,24,Mist,mist
2020-01-07 23:00:00,4548,279.7111265557088,0.0,0.0,24,Mist,mist
2020-01-08 00:00:00,2277,282.7261432625155,0.0,0.0,35,Clear,clear sky
2020-01-08 01:00:00,2023,283.2233307437285,0.0,0.0,39,Fog,fog
2020-01-08 02:00:00,1955,282.0656053089455,0.0,0.0,32,Clear,clear sky
2020-01-08 03:00:00,1992,285.6042964364592,0.0,0.8097244328845442,77,Snow,snow
2020-01-08 04:00:00,2361,281.28798479306056,0.0,0.0,4,Clouds,broken clouds
2020-01-08 05:00:00,2570,277.49199043097417,0.8082564499177785,0.0,26,Rain,heavy rain
2020-01-08 06:00:00,3738,274.3435963351187,0.0,0.0,96,Clouds,broken clouds
2020-01-08 07:00:00,5813,280.3091844220405,0.0,0.004122670311928808,12,Snow,snow
2020-01-08 08:00:00,5406,281.94971890711594,0.0,0.0,25,Clouds,overcast clouds
2020-01-08 09:00:00,6126,271.1632882457094,0.0,0.4303824202716311,90,Snow,light snow
2020-01-08 10:00:00,3467,282.21712218091477,0.0,0.0,0,Clear,few clouds
2020-01-08 11:00:00,4960,275.6413307735732,0.0,1.6343597247507562,77,Snow,light snow
2020-01-08 12:00:00,3912,275.49481892861223,0.0,0.0,60,Fog,fog
2020-01-08 13:00:00,3171,280.7527063083737,0.7723322607411063,0.0,67,Rain,heavy rain
2020-01-08 14:00:00,3064,269.50383683255063,0.0,0.0,15,Fog,fog
2020-01-08 15:00:00,3841,287.2352336092328,0.0,0.0,17,Clear,clear sky
2020-01-08 16:00:00,3488,284.5582439705744,0.0,0.1721348573538081,1,Snow,light snow
2020-01-08 17:00:00,5757,274.0532489349493,0.0,0.0,36,Clear,clear sky
2020-01-08 18:00:00,5636,279.0572388577331,0.0,0.0,51,Clouds,scattered clouds
2020-01-08 19:00:00,5363,280.76341339353314,0.1164117968174812,0.0,40,Rain,moderate rain
2020-01-08 20:00:00,3176,276.25615625257154,3.6358744258138245,0.0,63,Rain,light rain
2020-01-08 21:00:00,2842,277.5142163754919,0.08699241941243421,0.0,53,Rain,heavy rain
2020-01-08 22:00:00,3376,279.3867102193154,0.0,0.0,21,Clear,clear sky
2020-01-08 23:00:00,4028,279.9433084527004,0.0,0.0,31,Fog,fog
2020-01-09 00:00:00,2507,279.3363619584978,0.0,0.0,23,Clear,clear sky
2020-01-09 01:00:00,1777,280.282061998948,0.0,0.0,91,Clouds,scattered clouds
2020-01-09 02:00:00,2486,281.87370830496064,0.0,0.5277845997937005,15,Snow,snow
2020-01-09 03:00:00,2592,278.32096330287567,0.0,0.0,56,Mist,mist
2020-01-09 04:00:00,1958,282.16644721739476,1.6103040106171265,0.0,11,Rain,light rain
2020-01-09 05:00:00,2476,285.8473059182113,0.0,0.0,81,Clouds,scattered clouds
2020-01-09 06:00:00,3629,282.26059440212117,0.0,0.0,79,Clouds,broken clouds
2020-01-09 07:00:00,4828,288.70618084106957,0.0,0.0,5,Clouds,overcast clouds
2020-01-09 08:00:00,5578,272.98727405299417,0.0,0.0,9,Clouds,overcast clouds
2020-01-09 09:00:00,5680,277.0852847126419,0.3404215659305757,0.0,69,Rain,light rain
2020-01-09 10:00:00,4141,281.81895292963753,1.7312983834731717,0.0,24,Rain,light rain
2020-01-09 11:00:00,4126,281.21277849144735,0.0,0.0,11,Clouds,scattered clouds
2020-01-09 12:00:00,2911,278.06933830810294,0.2008051788775238,0.0,25,Rain,light rain
2020-01-09 13:00:00,3131,283.0637002582098,0.0,0.0,47,Clouds,scattered clouds
2020-01-09 14:00:00,3857,281.04121230026647,0.0,0.0,54,Clear,few clouds
2020-01-09 15:00:00,3856,285.8806688399875,0.0,0.24109394069698756,42,Snow,snow
2020-01-09 16:00:00,3857,274.7004125231113,0.0,0.3317794809057237,51,Snow,light snow
2020-01-09 17:00:00,7326,280.2781819188919,0.0,0.0,20,Clear,clear sky
2020-01-09 18:00:00,5685,277.77592519125136,1.5938296539332635,0.0,26,Rain,moderate rain
2020-01-09 19:00:00,5967,284.2864710684634,0.0,0.0,67,Clouds,overcast clouds
2020-01-09 20:00:00,4077,282.73071956313305,0.0,0.0,79,Clear,clear sky
2020-01-09 21:00:00,3925,277.5925555255017,0.0,0.0,59,Clear,few clouds
2020-01-09 22:00:00,3442,285.0036197530219,0.0,0.0,2,Clear,clear sky
2020-01-09 23:00:00,3979,279.8905730420572,2.8350079127730656,0.0,41,Rain,moderate rain
2020-01-10 00:00:00,2013,273.7840700344649,0.0,0.0,42,Clear,few clouds
2020-01-10 01:00:00,2281,278.7304453708046,0.0,0.0,91,Clear,few clouds
2020-01-10 02:00:00,2157,291.5913416335797,0.0,0.0,88,Clear,clear sky
2020-01-10 03:00:00,2440,279.05094336963924,0.0,0.0,63,Clear,few clouds
2020-01-10 04:00:00,3557,281.1837860307384,0.039569273389580745,0.0,7,Rain,heavy rain
2020-01-10 05:00:00,1466,281.43983313329255,0.0,0.0,42,Clouds,overcast clouds
2020-01-10 06:00:00,3943,279.7842610872062,0.0,0.0,33,Clear,few clouds
2020-01-10 07:00:00,4593,287.6611582365408,0.7498156185496452,0.0,83,Rain,light rain
2020-01-10 08:00:00,5164,283.6656036147127,0.0,0.0,44,Clear,clear sky
2020-01-10 09:00:00,5944,283.26365776328277,0.0,0.0,1,Clouds,scattered clouds
2020-01-10 10:00:00,3632,278.6547827678836,0.0,0.0,93,Clear,few clouds
2020-01-10 11:00:00,3061,283.47644960469347,0.6493483466579755,0.0,61,Rain,heavy rain
2020-01-10 12:00:00,3242,278.4597083589556,0.0,0.0,56,Clear,few clouds
2020-01-10 13:00:00,3939,282.1366211785842,0.0,0.0,58,Clouds,scattered clouds
2020-01-10 14:00:00,3234,290.32299585149667,0.0,0.0,5,Clouds,overcast clouds
2020-01-10 15:00:00,3708,287.8081470180502,0.0,0.0,50,Clear,clear sky
2020-01-10 16:00:00,3622,279.41671659664354,1.231868319713445,0.0,17,Rain,heavy rain
2020-01-10 17:00:00,5074,281.11819046030814,0.0,0.0,22,Clouds,overcast clouds
2020-01-10 18:00:00,6471,274.50971548776636,0.0,0.0,73,Clouds,broken clouds
2020-01-10 19:00:00,5716,278.78654038789466,0.0,0.0,34,Clear,few clouds
2020-01-10 20:00:00,2587,268.88040877863983,0.0,0.0,82,Clouds,broken clouds
2020-01-10 21:00:00,3693,284.5683835383716,0.0,0.0,19,Clear,few clouds
2020-01-10 22:00:00,3269,276.25782634631497,0.0,0.0,80,Clouds,overcast clouds
2020-01-10 23:00:00,4026,279.51890500925674,0.0,0.0,46,Clear,clear sky
2020-01-11 00:00:00,1203,277.73323232149187,0.13071264523772444,0.0,79,Rain,light rain
2020-01-11 01:00:00,1542,285.15059075395254,0.0,0.0,5,Clear,few clouds
2020-01-11 02:00:00,1852,286.84445785612894,0.0,0.0,74,Mist,mist
2020-01-11 03:00:00,2032,287.05713489603164,0.0,0.3300738031748455,76,Snow,snow
2020-01-11 04:00:00,999,273.61477320291004,0.0,0.0,25,Fog,fog
2020-01-11 05:00:00,1432,283.27157407534435,0.0,0.0,7,Mist,mist
2020-01-11 06:00:00,2162,275.6416803282252,0.0,0.0,87,Fog,fog
2020-01-11 07:00:00,3273,280.7433743715334,0.0,0.0,71,Mist,mist
2020-01-11 08:00:00,4482,284.81676057751224,0.0,0.0,71,Clear,clear sky
2020-01-11 09:00:00,3802,278.6952112499957,0.0,0.0,7,Clouds,overcast clouds
2020-01-11 10:00:00,1769,281.10319912688027,0.0,0.0,45,Clear,few clouds
2020-01-11 11:00:00,2858,276.905675722229,0.0,0.0,87,Clouds,overcast clouds
2020-01-11 12:00:00,3461,285.4585397913295,0.0,0.0,39,Clouds,broken clouds
2020-01-11 13:00:00,2916,278.91565278617605,0.0,0.0,56,Mist,mist
2020-01-11 14:00:00,1640,277.3288102910005,0.9109692793160977,0.0,91,Drizzle,drizzle
2020-01-11 15:00:00,2157,281.7012556066351,0.0,0.0,19,Clear,few clouds
2020-01-11 16:00:00,3033,284.6014424026061,0.0,0.0,36,Clouds,broken clouds
2020-01-11 17:00:00,3246,273.0253163484962,0.0,0.0,68,Clouds,broken clouds
2020-01-11 18:00:00,3821,282.28927525740414,0.0,0.0,89,Clouds,scattered clouds
2020-01-11 19:00:00,3987,277.5084059359927,0.0,0.0,65,Clouds,broken clouds
2020-01-11 20:00:00,1936,283.33557054195126,0.0,0.0,90,Mist,mist
2020-01-11 21:00:00,2370,277.4095024426865,0.0,0.0,82,Mist,mist
2020-01-11 22:00:00,779,275.68329106570565,0.0,0.0,64,Clear,clear sky
2020-01-11 23:00:00,1887,276.44998414859174,0.0,0.0,8,Clear,clear sky
2020-01-12 00:00:00,1473,280.8275093107001,0.17042230638946598,0.0,91,Rain,light rain
2020-01-12 01:00:00,976,282.6779155514235,1.9985370514575498,0.0,38,Rain,heavy rain
2020-01-12 02:00:00,2416,276.8764191673416,0.0,0.0,39,Clouds,overcast clouds
2020-01-12 03:00:00,884,280.27538274789185,0.0,0.0,43,Fog,fog
2020-01-12 04:00:00,1379,276.7747857211638,0.0,0.0,42,Clear,clear sky
2020-01-12 05:00:00,1665,278.1284208475643,0.0,0.0,89,Clouds,broken clouds
2020-01-12 06:00:00,3120,277.53246414681445,0.0,0.0,2,Fog,fog
2020-01-12 07:00:00,2882,276.4617731839996,3.2734804753182773,0.0,68,Rain,heavy rain
2020-01-12 08:00:00,4181,273.90109387045493,0.0,0.0,22,Clouds,overcast clouds
2020-01-12 09:00:00,3605,279.6304645049784,0.0,0.0,43,Clear,clear sky
2020-01-12 10:00:00,1909,285.6637062685856,0.0,0.0,42,Clear,few clouds
2020-01-12 11:00:00,2631,280.4254462593711,0.0,0.0,76,Clear,few clouds
2020-01-12 12:00:00,2499,278.5102566051265,0.0,0.0,1,Clouds,scattered clouds
2020-01-12 13:00:00,2099,284.0288598632256,0.0,0.0,42,Clouds,overcast clouds
2020-01-12 14:00:00,2434,277.53911530815265,0.0,0.0,71,Mist,mist
2020-01-12 15:00:00,2207,280.9645261561565,0.0,0.0,72,Clear,few clouds
2020-01-12 16:00:00,2456,272.2217447718718,0.0,0.0,77,Clear,clear sky
2020-01-12 17:00:00,3931,279.9792795662928,0.0,0.0,20,Clear,few clouds
2020-01-12 18:00:00,4393,278.3351431115657,0.02374817302008165,0.0,88,Rain,light rain
2020-01-12 19:00:00,2981,270.68805634207814,0.0,0.0,78,Fog,fog
2020-01-12 20:00:00,3466,277.7604937499916,0.0,0.0,0,Mist,mist
2020-01-12 21:00:00,1423,268.254021940971,3.122577869794569,0.0,92,Rain,heavy rain
2020-01-12 22:00:00,2324,277.04856345416164,0.0,0.0,10,Clear,few clouds
2020-01-12 23:00:00,2694,282.4685341070558,0.0,0.0,86,Clear,clear sky
2020-01-13 00:00:00,2540,275.46427338495624,0.0,0.35979804768039103,84,Snow,light snow
2020-01-13 01:00:00,2088,276.4473234374004,0.41531812909694754,0.0,24,Rain,light rain
2020-01-13 02:00:00,2295,272.39952615699235,0.0,0.0,26,Clear,clear sky
2020-01-13 03:00:00,2153,281.44264094472953,0.0,0.0,91,Clouds,broken clouds
2020-01-13 04:00:00,2105,277.78638485618967,0.0,0.0,89,Clear,few clouds
2020-01-13 05:00:00,2824,279.7968797127192,0.0,0.0,1,Clouds,scattered clouds
2020-01-13 06:00:00,3778,285.74554097342565,0.0,0.0,95,Mist,mist
2020-01-13 07:00:00,5053,275.0000119560648,0.0,0.0,3,Clear,few clouds
2020-01-13 08:00:00,5849,286.32191779196825,0.0,0.0,87,Clouds,scattered clouds
2020-01-13 09:00:00,5553,278.72416020651906,0.0,0.0,53,Clear,clear sky
2020-01-13 10:00:00,4006,285.25635660878584,0.0,0.0,50,Fog,fog
2020-01-13 11:00:00,3914,279.4374172740239,0.0,0.0,69,Clear,clear sky
2020-01-13 12:00:00,3185,271.82711902322865,0.0,0.0,76,Clouds,overcast clouds
2020-01-13 13:00:00,3319,273.7924954597363,0.0,0.0,28,Clear,few clouds
2020-01-13 14:00:00,3973,278.6956868619861,0.0,0.0,32,Mist,mist
2020-01-13 15:00:00,3905,271.6839113014467,0.0,0.0,92,Clear,few clouds
2020-01-13 16:00:00,3589,282.649351938496,0.0,0.0,76,Clouds,overcast clouds
2020-01-13 17:00:00,5458,284.0996327494394,0.0,0.0,57,Clear,clear sky
2020-01-13 18:00:00,6038,272.58431312933436,1.6997726218555895,0.0,62,Rain,heavy rain
2020-01-13 19:00:00,5104,278.5756919557966,0.0,0.0,82,Clear,few clouds
2020-01-13 20:00:00,3873,279.534708975379,0.0,0.0,6,Clear,clear sky
2020-01-13 21:00:00,3498,283.44407166347185,0.1385104583575607,0.0,1,Rain,light rain
2020-01-13 22:00:00,3491,282.05015693050456,0.0,1.3390659571664099,84,Snow,light snow
2020-01-13 23:00:00,4149,277.93118806452,0.0,0.0,32,Clouds,broken clouds
